,price,proc_cores,proc_speed,mem_cap,storage_cap,ssd,integrated,nvidia,ssdcap,corespeed**2,ddr4,ssdddr4,nvidia_ssd
30,182,2.0,3.4,8.0,500.0,0,1,0,0.0,46.24,0,0,0
31,143,4.0,3.2,8.0,500.0,0,1,0,0.0,163.84000000000003,0,0,0
32,949,6.0,2.4,8.0,1024.0,0,1,0,0.0,207.36,1,0,0
33,902,6.0,2.4,8.0,256.0,1,1,0,256.0,207.36,1,1,0
34,174,4.0,3.1,8.0,500.0,0,1,0,0.0,153.76000000000005,0,0,0
35,99,2.0,3.1,4.0,250.0,0,1,0,0.0,38.44000000000001,0,0,0
36,190,4.0,3.2,8.0,128.0,1,1,0,128.0,163.84000000000003,0,0,0
37,99,2.0,3.3,4.0,250.0,0,1,0,0.0,43.56,0,0,0
38,127,4.0,3.1,4.0,320.0,0,1,0,0.0,153.76000000000005,0,0,0
39,99,2.0,3.1,4.0,250.0,0,1,0,0.0,38.44000000000001,0,0,0
