,price,proc_cores,proc_speed,mem_type,mem_cap,num_USB,storage_type,storage_cap,graphics,form,brand
1200,290,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1201,234,4.0,3.4,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1202,309,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1203,243,4.0,3.1,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1204,311,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1205,407,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1206,206,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1207,421,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1208,222,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1209,324,4.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1210,303,6.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1211,231,4.0,3.2,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1212,148,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1213,187,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1214,274,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1215,256,4.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1216,307,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1217,327,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1218,259,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1219,283,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1220,217,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1221,174,4.0,2.4,ddr3,8.0,1.0,hdd,1024.0,INTEGRATED,TOWER,HP
1222,242,4.0,3.2,ddr3,4.0,1.0,hdd,250.0,INTEGRATED,SMALL,HP
1223,263,4.0,3.2,ddr3,8.0,1.0,hdd,500.0,INTEGRATED,SMALL,HP
1224,176,2.0,2.3,ddr3,8.0,2.0,hdd,1024.0,INTEGRATED,TOWER,HP
1225,111,2.0,2.3,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,TOWER,HP
1226,149,2.0,3.0,ddr3,8.0,2.0,hdd,1024.0,INTEGRATED,TOWER,HP
1227,132,2.0,3.0,ddr3,4.0,1.0,hdd,750.0,INTEGRATED,TOWER,HP
1241,170,2.0,3.0,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1242,178,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1257,344,4.0,3.0,ddr3,16.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1259,272,4.0,3.0,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1265,131,2.0,2.9,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1282,286,4.0,3.2,ddr3,16.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1283,244,4.0,3.0,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1286,289,4.0,3.0,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1292,272,4.0,3.0,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1300,273,4.0,3.0,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1344,156,2.0,3.1,ddr3,4.0,6.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
1345,79,2.0,2.3,ddr2,2.0,8.0,hdd,80.0,INTEGRATED,SMALL,LENOVO
1346,100,2.0,2.3,ddr2,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,LENOVO
1347,174,4.0,2.5,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1348,329,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1349,212,4.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,DELL
1350,281,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1351,199,4.0,2.9,ddr3,4.0,5.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1353,161,2.0,3.4,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1354,293,4.0,3.2,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1355,240,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,DELL
1356,159,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1357,160,2.0,2.9,ddr3,4.0,5.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1358,261,4.0,2.9,ddr3,4.0,5.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1361,285,4.0,3.2,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1363,232,4.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1365,184,2.0,3.3,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1366,156,2.0,2.9,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1367,285,4.0,3.2,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1369,209,2.0,3.3,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1372,270,2.0,3.3,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1373,206,2.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1374,217,4.0,3.1,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1375,193,2.0,3.3,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1376,313,6.0,3.1,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
1378,288,4.0,3.2,ddr3,16.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1379,647,2.0,2.4,ddr3,16.0,9.0,hdd,1024.0,NVIDIA,TOWER,HP
1380,233,4.0,3.2,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1381,197,2.0,3.4,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1382,304,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,NVIDIA,TOWER,LENOVO
1383,223,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1384,277,4.0,3.0,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1387,341,4.0,3.2,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1388,229,6.0,2.9,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1390,319,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1391,311,6.0,2.8,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1392,295,6.0,2.9,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1396,379,4.0,3.1,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1397,231,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1398,399,6.0,2.8,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1400,340,4.0,3.2,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1401,339,4.0,3.2,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1402,294,4.0,3.0,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1405,200,2.0,3.3,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1406,319,2.0,3.4,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1407,194,2.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1408,351,4.0,3.2,ddr3,16.0,6.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1409,189,2.0,2.9,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1410,194,4.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,DELL
1411,216,4.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1412,242,4.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1413,225,2.0,2.9,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1414,283,4.0,3.2,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1417,172,2.0,2.9,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1418,289,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1419,471,6.0,3.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1421,359,4.0,3.2,ddr3,4.0,4.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1422,128,2.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1423,156,2.0,2.9,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1424,377,4.0,3.2,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1425,275,4.0,3.1,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1426,178,2.0,2.9,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1427,299,4.0,3.2,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1428,165,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1429,198,2.0,3.3,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1431,146,2.0,3.3,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1432,346,4.0,3.2,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1433,308,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1434,211,4.0,3.2,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1436,267,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1437,227,2.0,3.3,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1438,303,4.0,3.2,ddr3,8.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1439,275,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1441,548,2.0,2.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,DELL
1443,270,2.0,3.3,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1444,252,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1445,258,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1447,217,4.0,3.2,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1449,135,2.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1452,278,2.0,3.4,ddr3,4.0,4.0,hdd,2048.0,INTEGRATED,TOWER,HP
1453,267,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1454,194,2.0,3.3,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1455,255,4.0,3.1,ddr3,8.0,7.0,hdd,1024.0,INTEGRATED,SMALL,HP
1456,145,2.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1457,200,2.0,3.3,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,DELL
1458,211,4.0,3.2,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1460,219,2.0,3.4,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1461,177,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1462,172,2.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1464,456,6.0,3.4,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1466,430,6.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1467,346,4.0,3.2,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1468,259,4.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1469,315,6.0,3.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1470,327,4.0,3.2,ddr3,4.0,4.0,hdd,250.0,INTEGRATED,TOWER,DELL
1472,263,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1473,242,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,HP
1474,265,2.0,3.3,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1477,261,2.0,3.4,ddr3,8.0,4.0,hdd,320.0,INTEGRATED,TOWER,DELL
1478,183,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1479,181,2.0,3.3,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1480,251,6.0,2.9,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1481,256,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1482,294,4.0,3.2,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1484,169,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1485,581,2.0,2.0,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1486,227,4.0,2.9,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1488,338,6.0,3.4,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1489,198,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1491,151,2.0,2.9,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1492,194,4.0,3.1,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1494,209,2.0,3.3,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1495,219,4.0,3.1,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1496,123,2.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1497,338,4.0,3.0,ddr3,16.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1501,202,2.0,3.3,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1502,220,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1503,200,4.0,3.1,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1506,273,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,HP
1507,200,4.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1508,344,6.0,3.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1509,194,2.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1510,194,2.0,2.9,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1513,333,6.0,3.4,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1514,294,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1515,163,2.0,2.9,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1516,204,2.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1518,221,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,HP
1519,247,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1520,259,4.0,3.1,ddr3,8.0,5.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1523,174,2.0,3.1,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1524,236,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1525,194,2.0,3.3,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,DELL
1526,272,2.0,3.4,ddr3,8.0,4.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1527,240,4.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1530,345,6.0,2.8,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1532,145,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1536,199,2.0,3.1,ddr3,4.0,7.0,hdd,2048.0,INTEGRATED,SMALL,HP
1537,252,4.0,3.2,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1538,173,2.0,3.1,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1539,307,4.0,3.1,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1540,340,4.0,3.2,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1541,212,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1542,384,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1543,198,2.0,3.3,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1544,285,4.0,3.1,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1545,327,6.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1546,162,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1547,140,2.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,DELL
1548,204,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1549,239,4.0,3.2,ddr3,8.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1552,263,4.0,3.2,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1553,283,2.0,3.4,ddr3,8.0,4.0,hdd,320.0,INTEGRATED,TOWER,HP
1554,188,2.0,2.9,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1555,297,4.0,3.1,ddr3,16.0,5.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1557,259,2.0,3.3,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1558,251,2.0,3.4,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1560,194,4.0,3.2,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1561,211,2.0,3.4,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1562,294,6.0,2.8,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1563,222,4.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1564,311,2.0,3.4,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1565,371,4.0,3.2,ddr3,8.0,4.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1567,335,2.0,3.4,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1568,308,4.0,3.2,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1569,284,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1572,565,2.0,2.0,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1573,164,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1576,190,2.0,3.4,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1577,234,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1578,201,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1579,260,4.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1580,285,4.0,3.1,ddr3,16.0,5.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1581,351,4.0,3.2,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1582,166,2.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1584,255,2.0,3.3,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1585,257,2.0,3.3,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1587,277,2.0,3.4,ddr3,8.0,4.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1589,199,2.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1590,272,4.0,3.0,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1591,275,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1592,242,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1593,254,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1595,301,6.0,2.9,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1596,163,2.0,2.9,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1597,659,2.0,2.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1598,269,4.0,3.1,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1599,214,2.0,2.9,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1600,248,2.0,3.4,ddr3,4.0,4.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1601,231,4.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1602,255,2.0,3.4,ddr3,4.0,4.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1603,304,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1604,203,2.0,3.3,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1606,239,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1607,353,4.0,3.2,ddr3,4.0,4.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1609,185,2.0,3.3,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1610,202,4.0,3.2,ddr3,4.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1611,215,2.0,3.1,ddr3,8.0,7.0,hdd,1024.0,INTEGRATED,SMALL,HP
1612,259,4.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1613,202,2.0,3.3,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1614,218,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1616,311,2.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1619,277,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1620,317,4.0,3.0,ddr3,8.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1621,229,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1623,178,2.0,2.9,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1624,279,4.0,3.2,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1625,294,6.0,2.8,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1626,316,2.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1627,212,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1628,218,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1629,174,2.0,3.3,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1630,217,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1631,158,2.0,2.9,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1632,198,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1637,278,2.0,3.3,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1638,167,4.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1639,188,2.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1641,183,2.0,3.1,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1644,183,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1645,200,4.0,3.1,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1647,203,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1648,176,2.0,3.1,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1649,148,1.0,3.2,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1650,262,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1651,204,2.0,3.1,ddr3,8.0,7.0,hdd,320.0,INTEGRATED,SMALL,HP
1653,198,2.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1655,207,4.0,3.1,ddr3,4.0,7.0,hdd,320.0,INTEGRATED,SMALL,HP
1656,208,2.0,3.3,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,DELL
