,price,proc_cores,proc_speed,mem_type,mem_cap,num_USB,storage_type,storage_cap,graphics,form,brand
622,154,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
623,229,4.0,3.2,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
624,299,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,HP
625,313,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,DELL
626,511,6.0,3.6,ddr3,16.0,8.0,ssd,256.0,INTEGRATED,TOWER,HP
627,149,2.0,3.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
628,349,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,TOWER,HP
629,127,2.0,3.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
630,324,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
631,349,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
632,244,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
633,344,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
634,329,4.0,3.2,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
637,109,2.0,3.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
639,779,6.0,3.2,ddr4,12.0,6.0,hdd,1024.0,INTEGRATED,SMALL,HP
743,323,1.0,1.5,ddr4,4.0,4.0,hdd,1024.0,INTEGRATED,SMALL,HP
745,149,4.0,3.2,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
746,97,2.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
749,139,2.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
750,124,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
751,99,2.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
752,264,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
753,155,2.0,3.1,ddr2,4.0,4.0,hdd,1024.0,INTEGRATED,SMALL,DELL
754,209,4.0,3.1,ddr3,4.0,4.0,hdd,1024.0,INTEGRATED,SMALL,DELL
755,163,4.0,3.1,ddr3,4.0,4.0,hdd,1024.0,INTEGRATED,SMALL,DELL
756,123,2.0,3.0,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
757,116,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
758,128,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
759,121,2.0,3.3,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
760,139,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
761,147,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
762,121,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
763,123,2.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
765,204,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
766,159,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
767,119,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
768,339,2.0,3.0,ddr3,8.0,8.0,ssd,128.0,INTEGRATED,SMALL,DELL
772,589,4.0,3.1,ddr4,8.0,2.0,hdd,1024.0,INTEGRATED,SMALL,DELL
773,949,6.0,3.1,ddr3,16.0,8.0,hdd,1024.0,NVIDIA,TOWER,DELL
775,144,4.0,3.2,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
776,449,4.0,3.0,ddr3,12.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
777,299,2.0,3.9,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
779,279,2.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
780,449,2.0,3.6,ddr4,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
781,989,6.0,3.2,ddr4,8.0,8.0,ssd,1024.0,NVIDIA,SMALL,DELL
782,1231,6.0,3.2,ddr4,8.0,8.0,hdd,1024.0,NVIDIA,SMALL,DELL
783,943,6.0,3.2,ddr4,8.0,8.0,hdd,1024.0,NVIDIA,SMALL,DELL
784,430,2.0,3.6,ddr4,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
785,179,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
786,113,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
787,296,2.0,3.1,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
790,236,2.0,3.4,ddr3,8.0,8.0,hdd,3072.0,INTEGRATED,SMALL,LENOVO
791,141,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
793,364,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
794,460,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
795,253,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
796,319,4.0,3.2,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
797,267,4.0,3.2,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
798,439,6.0,3.4,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
799,339,4.0,3.0,ddr4,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
800,799,4.0,3.0,ddr4,8.0,8.0,hdd,1024.0,NVIDIA,TOWER,LENOVO
802,283,4.0,3.2,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
803,309,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
804,164,2.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
805,299,4.0,3.2,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
806,386,6.0,3.4,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
807,384,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
808,384,6.0,3.4,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
809,164,2.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
810,204,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,HP
811,408,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
812,251,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
813,266,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
814,255,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
816,149,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
817,463,2.0,3.9,ddr4,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
820,740,4.0,2.8,ddr4,8.0,8.0,hdd,1024.0,NVIDIA,TOWER,LENOVO
822,1099,6.0,3.2,ddr4,16.0,8.0,hdd,2048.0,NVIDIA,TOWER,LENOVO
823,124,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
824,115,2.0,3.3,ddr3,4.0,8.0,ssd,120.0,INTEGRATED,SMALL,HP
825,126,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
826,85,2.0,3.0,ddr3,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,HP
827,831,6.0,3.2,ddr4,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
831,579,2.0,3.9,ddr4,4.0,6.0,hdd,500.0,INTEGRATED,TOWER,HP
832,1009,6.0,3.6,ddr4,8.0,3.0,hdd,1024.0,INTEGRATED,TOWER,HP
835,955,4.0,3.4,ddr4,8.0,3.0,ssd,500.0,INTEGRATED,SMALL,HP
836,632,2.0,3.9,ddr4,4.0,4.0,hdd,500.0,INTEGRATED,SMALL,HP
837,1202,6.0,3.6,ddr4,16.0,3.0,ssd,512.0,INTEGRATED,SMALL,HP
838,549,4.0,3.4,ddr4,8.0,2.0,hdd,500.0,INTEGRATED,SMALL,DELL
839,499,4.0,3.4,ddr4,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
840,599,4.0,3.4,ddr4,4.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
841,989,4.0,3.4,ddr4,8.0,3.0,ssd,512.0,INTEGRATED,TOWER,HP
842,1342,6.0,3.6,ddr4,16.0,3.0,ssd,512.0,INTEGRATED,TOWER,HP
843,656,4.0,3.4,ddr4,4.0,4.0,hdd,500.0,INTEGRATED,TOWER,HP
844,899,6.0,2.9,ddr4,8.0,5.0,ssd,256.0,INTEGRATED,SMALL,HP
845,1020,6.0,3.6,ddr4,8.0,3.0,ssd,256.0,INTEGRATED,TOWER,HP
846,729,4.0,2.7,ddr4,4.0,5.0,hdd,500.0,INTEGRATED,SMALL,HP
847,174,2.0,3.6,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
848,281,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,HP
849,184,2.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
850,156,2.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
852,298,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
853,1041,4.0,3.2,ddr4,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
854,281,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
855,224,6.0,2.6,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
856,310,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
857,257,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
858,325,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
859,282,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
860,343,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
861,359,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
862,319,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
863,283,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
864,209,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
866,80,2.0,2.9,ddr3,4.0,8.0,hdd,80.0,INTEGRATED,SMALL,HP
867,144,2.0,3.1,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
868,212,4.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
869,143,2.0,3.3,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
871,310,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,HP
872,417,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
873,222,4.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
874,299,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
875,299,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
876,179,4.0,2.6,ddr3,4.0,2.0,hdd,500.0,INTEGRATED,SMALL,HP
877,254,4.0,3.2,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
881,372,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
882,79,2.0,2.9,ddr3,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,HP
883,425,6.0,3.4,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
884,184,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
885,291,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
886,356,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
887,371,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
888,309,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
889,134,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
890,399,6.0,3.4,ddr3,16.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
891,317,6.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,TOWER,LENOVO
892,319,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
893,150,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
896,1732,6.0,3.4,ddr4,16.0,8.0,ssd,512.0,NVIDIA,TOWER,HP
900,244,4.0,3.2,ddr3,4.0,4.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
901,255,4.0,3.2,ddr3,4.0,4.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
902,277,4.0,3.2,ddr3,8.0,4.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
903,149,2.0,2.9,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
904,99,2.0,2.3,ddr2,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
905,134,2.0,2.8,ddr2,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
906,149,2.0,2.9,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
907,99,2.0,2.8,ddr2,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
908,127,2.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
909,129,2.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
910,214,4.0,3.1,ddr3,4.0,1.0,hdd,1024.0,INTEGRATED,SMALL,HP
911,202,4.0,3.1,ddr3,4.0,1.0,hdd,320.0,INTEGRATED,SMALL,HP
912,225,4.0,3.2,ddr3,8.0,4.0,hdd,1024.0,INTEGRATED,SMALL,HP
917,272,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
918,218,4.0,3.2,ddr3,8.0,8.0,ssd,120.0,INTEGRATED,SMALL,HP
920,302,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
921,461,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
922,499,4.0,3.2,ddr4,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
934,129,2.0,3.1,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
949,169,4.0,3.1,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
991,213,4.0,3.1,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
997,149,2.0,3.3,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
1014,112,2.0,3.0,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1016,669,6.0,3.4,ddr3,16.0,10.0,ssd,3072.0,NVIDIA,TOWER,HP
1017,244,4.0,3.1,ddr3,8.0,10.0,ssd,120.0,INTEGRATED,TOWER,DELL
1020,267,4.0,3.1,ddr3,8.0,10.0,ssd,2048.0,INTEGRATED,TOWER,HP
1026,559,6.0,3.4,ddr3,16.0,10.0,ssd,2048.0,NVIDIA,TOWER,HP
1028,282,4.0,3.2,ddr3,8.0,8.0,ssd,240.0,INTEGRATED,SMALL,LENOVO
1058,296,4.0,3.2,ddr3,8.0,10.0,ssd,3072.0,INTEGRATED,TOWER,DELL
1059,299,4.0,3.1,ddr3,16.0,10.0,ssd,2048.0,INTEGRATED,SMALL,HP
1062,310,4.0,3.1,ddr3,16.0,10.0,ssd,240.0,INTEGRATED,TOWER,DELL
1068,307,4.0,3.2,ddr3,16.0,10.0,ssd,2048.0,INTEGRATED,TOWER,HP
1073,234,4.0,3.1,ddr3,8.0,8.0,ssd,120.0,INTEGRATED,SMALL,LENOVO
1076,352,4.0,3.2,ddr3,16.0,10.0,ssd,2048.0,INTEGRATED,TOWER,HP
1078,333,4.0,3.2,ddr3,8.0,10.0,ssd,3072.0,INTEGRATED,TOWER,HP
1087,240,4.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
1088,161,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1089,222,4.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1090,147,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1091,331,6.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
1092,142,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1093,163,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1094,216,4.0,3.4,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1095,178,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1096,848,4.0,2.5,ddr4,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
1097,799,4.0,2.5,ddr4,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
1098,127,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1099,435,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1100,320,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1101,264,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1102,291,4.0,2.9,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1103,203,4.0,3.1,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
1104,206,4.0,3.1,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
1105,244,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1106,230,4.0,2.5,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1107,296,4.0,2.9,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1108,293,4.0,2.9,ddr3,8.0,8.0,ssd,256.0,INTEGRATED,SMALL,HP
1109,141,1.0,2.6,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
1110,141,1.0,2.6,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
1111,149,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1112,127,1.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1113,170,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1114,204,4.0,2.9,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1115,199,4.0,2.9,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1116,236,4.0,2.9,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1117,335,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1118,186,2.0,3.3,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1119,384,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1120,215,4.0,2.9,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1121,323,6.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1122,243,4.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1123,129,1.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1124,129,1.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1125,149,4.0,2.5,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1126,336,6.0,3.1,ddr3,8.0,8.0,ssd,128.0,INTEGRATED,SMALL,DELL
1127,256,4.0,2.9,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1128,177,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1129,228,4.0,2.9,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,SMALL,DELL
1130,548,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1131,160,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1132,207,4.0,2.9,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1133,207,4.0,2.9,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1134,187,4.0,2.5,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1135,231,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1136,280,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1137,579,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1138,304,6.0,3.4,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1139,180,4.0,2.9,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1140,229,4.0,2.9,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
1141,269,4.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1142,197,4.0,2.9,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
1143,330,6.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1144,297,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1145,224,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1146,247,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1147,303,6.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1151,284,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1153,320,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1154,234,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1155,280,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1156,292,6.0,3.4,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1157,162,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1158,164,2.0,3.4,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
1159,184,4.0,3.1,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1160,205,4.0,3.2,ddr3,8.0,2.0,hdd,250.0,INTEGRATED,SMALL,HP
1164,241,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1165,239,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1167,180,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1169,364,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1171,623,6.0,3.6,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1172,222,4.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1173,104,4.0,2.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1174,133,4.0,2.4,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1175,222,4.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1176,370,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
1177,289,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1178,220,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1180,351,6.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1181,280,6.0,3.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1182,246,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1183,177,4.0,2.8,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1184,260,4.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1186,371,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1187,333,6.0,3.4,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1188,194,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1189,189,4.0,3.2,ddr3,8.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1190,225,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1191,304,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1192,321,4.0,3.1,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1193,364,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1194,274,4.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1195,407,6.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1196,145,4.0,2.4,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1197,271,4.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1198,322,4.0,3.4,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1199,189,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
